Nombre de la Localidad;Tipo de Localidad;Ámbito;Pueblo Indígena u Originario;Departamento;Provincia;Distrito;Ubigeo;Fecha reconocimiento;Fecha titulación;"Área 
(Hectárea)";"De 0 a 4 años
(aprox.)";"De 5 a 14 años 
(aprox.)";"De 15 a 29 años 
(aprox.)";"De 30 a 64 años 
(aprox.)";"De 65 años a más
(aprox.)"
Unión Zancudo;Localidad sin tipo identificado por la DRA;Amazónico;Kandozi;Loreto;Alto Amazonas;Lagunas;160206;-;-;-;39;65;47;42;3
Atahualpa;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Santa Cruz;160210;29169;31103;9107.956516;7;13;6;15;1
Esperanza de Yuracyacu;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Santa Cruz;160210;33548;33569;17312.24055;152;337;265;417;81
Naranjal;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Santa Cruz;160210;33546;33569;4136.090203;9;20;9;28;9
Nueva Esperanza;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Santa Cruz;160210;35601;35651;2855.209421;8;16;20;15;2
Nuevo Triunfo;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Santa Cruz;160210;33891;33917;4291.845073;41;80;55;62;6
San Francisco;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Santa Cruz;160210;35601;35651;3039.99997;23;45;38;32;2
San Pablo de La Cruz;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Santa Cruz;160210;35601;35651;1838.136865;20;34;16;17;2
Nuevo Yarina;Localidad sin tipo identificado por la DRA;Amazónico;Shawi;Loreto;Alto Amazonas;Santa Cruz;160210;-;-;-;5;10;9;10;1
Nuevo Paraiso;Localidad sin tipo identificado por la DRA;Amazónico;Shawi;Loreto;Alto Amazonas;Santa Cruz;160210;-;-;-;14;22;12;17;3
Ancash;Localidad sin tipo identificado por la DRA;Amazónico;Shawi;Loreto;Alto Amazonas;Santa Cruz;160210;-;-;-;9;6;8;3;1
Islandia;Localidad sin tipo identificado por la DRA;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Santa Cruz;160210;-;-;-;0;0;0;0;0
Jerusalen;Localidad sin tipo identificado por la DRA;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Santa Cruz;160210;-;-;-;0;0;0;0;0
Nuevo San Juan;Localidad sin tipo identificado por la DRA;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Santa Cruz;160210;-;-;-;0;0;0;0;0
Progreso;Localidad sin tipo identificado por la DRA;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Santa Cruz;160210;-;-;-;0;0;0;0;0
Seis de enero;Localidad sin tipo identificado por la DRA;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Santa Cruz;160210;-;-;-;0;0;0;0;0
Yahuar Huaca;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Santa Cruz;160210;29169;31103;3012.065357;1;5;2;2;0
Nueva Santa Rosa;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Santa Cruz;160210;40177;-;1338.129445;11;22;18;12;0
Santa Anita;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Santa Cruz;160210;39521;42734;390.2366255;11;17;6;15;2
Santa Clara;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Santa Cruz;160210;40177;42998;1435.563987;14;17;13;9;0
Unión de Challuana - Anexo de C.C.N.N. Nueva Esperanza;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Santa Cruz;160210;40177;-;690.7897075;3;6;5;7;1
Bello Horizonte;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Santa Cruz;160210;42846;-;365.0046759;12;30;24;27;3
Cayalti  - Rio Huallaga;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Santa Cruz;160210;42846;-;1068.275081;7;28;3;25;8
Huatapi - Rio Huallaga;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Santa Cruz;160210;42846;-;769.8070305;25;48;36;49;8
Libertad - Rio Huallaga;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Santa Cruz;160210;42846;-;604.0361111;3;7;7;7;2
Pacasmayo - Rio Huallaga;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Santa Cruz;160210;42846;-;1743.869797;11;19;19;16;6
Pollera Poza;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Santa Cruz;160210;42846;-;472.9170429;13;35;24;42;12
Portal De Belen - Rio Huallaga;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Santa Cruz;160210;42846;-;623.2766453;11;24;9;24;7
San Miguel De Pucate;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Santa Cruz;160210;42846;-;1626.621689;10;19;13;29;11
Santa Gema De Yanayaquillo;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Santa Cruz;160210;42846;-;3195.099056;18;49;24;48;7
Selva Alegre - Rio Huallaga;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Santa Cruz;160210;42846;-;1812.654061;23;52;31;55;7
Union Ullpacaño;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Santa Cruz;160210;42846;-;1443.416824;7;11;7;16;6
6 De Diciembre Valle del Shishinahua - Quebrada Shishinahua;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Santa Cruz;160210;43383;-;-;4;11;6;10;0
Santa Rosa de Shishinahua;Localidad sin tipo identificado por la DRA;Amazónico;Shawi;Loreto;Alto Amazonas;Santa Cruz;160210;-;-;-;11;22;18;12;0
Parinari;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Teniente César López Rojas;160211;28314;29899;5340.035598;75;143;103;119;6
San Eugenio;Localidad sin tipo identificado por la DRA;Amazónico;Shawi;Loreto;Alto Amazonas;Teniente César López Rojas;160211;-;-;-;9;20;12;17;2
Nuevo Triunfo;Localidad sin tipo identificado por la DRA;Amazónico;Shawi;Loreto;Alto Amazonas;Teniente César López Rojas;160211;-;-;-;5;11;9;15;2
Nuevo Santa Cruz;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Teniente César López Rojas;160211;37084;-;1496.91808;30;75;46;73;2
Nueva Barranquita;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Teniente César López Rojas;160211;39301;-;1804.238973;24;33;26;23;0
Louis Terri;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Teniente César López Rojas;160211;39750;42998;447.4043721;7;25;14;18;1
Wanip;Comunidad nativa;Amazónico;Awajún;Loreto;Alto Amazonas;Teniente César López Rojas;160211;39301;42998;1615.964282;6;10;7;7;0
Nuevo Porvenir Shucushyacu;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Teniente César López Rojas;160211;41421;-;-;11;20;13;13;1
El Encanto;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Teniente César López Rojas;160211;43256;-;-;0;0;0;0;0
Nuevo Parinari Quebrada Irapay;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Teniente César López Rojas;160211;43200;-;-;0;0;0;0;0
Payorote;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;33928;37789;1414.607202;32;71;36;57;19
Puerto Prado;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;37720;37788;522.2658948;9;22;11;20;2
Nueva Santa Rosa;Localidad sin tipo identificado por la DRA;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;-;-;-;0;0;0;0;0
Palizada;Localidad sin tipo identificado por la DRA;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;-;-;-;0;0;0;0;0
Santo Domingo;Localidad sin tipo identificado por la DRA;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;-;-;-;0;0;0;0;0
Bagazán;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;37173;-;-;25;77;41;85;13
El Cerro;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;38567;42284;9374.653025;6;36;19;31;4
Dos de mayo;Localidad sin tipo identificado por la DRA;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;-;-;-;14;42;18;36;4
San Martín del Marañón;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;37186;-;-;12;37;18;36;9
Sucre de San Pablo de Tipishca;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;37186;-;-;41;111;57;99;9
1ero de febrero;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;40584;-;-;29;56;19;65;14
Amazonas;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;40163;42304;563.7690275;22;57;34;52;12
Betsaida;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;40163;41603;1105.826568;6;20;10;7;3
Nueva York;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Nauta;160301;40273;41054;44865.44326;86;191;112;167;25
Nueva Vida;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;40777;-;-;7;14;9;14;3
Nuevo Mundo;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;40163;41598;284.388416;13;38;10;23;0
Nuevo Firmeza;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Nauta;160301;40273;-;-;13;27;14;24;2
San Jorge;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;40092;41302;1522.83576;37;82;54;79;18
San Juan de Lagunillas;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;38686;41603;7166.119074;21;62;44;67;14
San Juan de Puritania;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;40163;41603;329.7705215;33;77;43;71;22
San Rafael de Tapirillo;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;40163;41603;1529.299473;19;34;24;26;4
Villa Nuevo Cruzadores;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;40777;43132;183.4843679;2;14;7;12;2
Villa Buen Fin;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;40777;-;-;3;7;5;6;0
Villa Puerto Cruz;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;40163;41598;170.4864932;2;9;2;4;2
Bagazán San Pedro de Tipishca;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;40777;43093;366.451639;8;23;16;22;6
Santa Rosa de Tipishca;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;40778;42727;20.71481173;1;11;7;12;7
Puerto Auxilio;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;41968;-;-;0;0;0;0;0
Santa Cruz;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;41772;-;-;16;57;21;57;19
Nueva Union;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;38686;42284;10500.42533;2;8;6;9;0
20 De Enero;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;42759;-;-;8;24;18;22;6
Miraflores Brt;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;43061;-;3658.185819;39;96;57;106;33
Nuevo San Martín;Localidad sin tipo identificado por la DRA;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;-;-;-;12;37;18;36;9
San Antonio;Comunidad campesina;Amazónico;Kukama Kukamiria;Loreto;Loreto;Nauta;160301;33631;-;357.8861535;2;6;3;7;3
2 De Mayo;Localidad sin tipo identificado por la DRA;Amazónico;Kukama Kukamiria;Loreto;Loreto;Parinari;160302;-;-;-;41;64;40;57;5
Nueva Santa Rosa;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Parinari;160302;37720;37788;2304.35477;11;48;26;40;10
Atenas;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Parinari;160302;33868;-;1875.390868;28;41;20;48;10
San José;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Parinari;160302;33777;-;8141.271033;74;169;92;129;17
Santa Rita De Castilla;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Parinari;160302;43061;-;-;0;0;0;0;0
San Roque 7 de Junio;Comunidad campesina;Amazónico;Kukama Kukamiria;Loreto;Loreto;Parinari;160302;35929;36390;12620.71545;17;18;18;23;2
San José de Samiria;Localidad sin tipo identificado por la DRA;Amazónico;Kukama Kukamiria;Loreto;Loreto;Parinari;160302;-;-;-;74;169;92;129;17
Nueva Jerusalén (de Tigre);Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Tigre;160303;35762;35815;4531.766428;16;32;17;20;4
San Andrés;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;36622;37790;6887.023867;12;34;15;30;3
San Juan;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;33590;33666;19900.65747;30;42;23;37;1
Tres Hermanos y Anexos Nuevo Paraiso, Santa Cruz y Cristo Rey;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;36724;37790;8847.658458;0;0;0;0;0
Santa Cruz;Localidad sin tipo identificado por la DRA;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;-;-;-;10;35;22;30;8
Nuevo Firmeza;Localidad sin tipo identificado por la DRA;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;-;-;-;9;22;9;14;2
Nuevo Florida;Localidad sin tipo identificado por la DRA;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;-;-;-;0;8;3;6;0
Tiwinza;Localidad sin tipo identificado por la DRA;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;-;-;-;0;0;0;0;1
El Triunfo;Localidad sin tipo identificado por la DRA;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;-;-;-;5;6;6;6;0
Intuto;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;40105;-;3769.534435;187;463;340;479;61
Monteverde;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;38686;41054;19248.95798;18;31;25;34;8
Piura;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;38686;41054;28379.07083;45;94;67;103;14
Santa Rosa;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;40777;41054;3791.33692;2;2;0;7;3
Nuevo Bélgica;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;38686;41054;3146.69065;2;8;5;12;2
Nuevo Berlín;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;40738;43096;1506.077408;1;0;3;0;0
Nuevo Horeb;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;40745;42284;10389.42908;2;5;0;4;1
Nuevo Manchuria;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;40777;42164;12717.66743;8;30;6;27;2
Nuevo Tarma;Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Tigre;160303;40197;41054;3710.678795;14;40;10;33;4
Libertad;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;40449;41054;2944.403827;33;115;97;138;17
Pueblo Joven Sargento Lores;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;38902;41054;4634.163285;11;22;11;18;5
7 de marzo;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;38686;41054;2749.212425;24;35;20;21;2
Huacachina;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;38902;41054;3785.030745;31;80;38;64;11
San Jorge;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;38686;41054;4006.155199;10;14;13;14;1
12 de octubre;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;36622;42649;90144.9631;0;0;0;0;0
Las Malvinas;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Tigre;160303;38686;41054;13556.99763;12;23;17;23;4
Bellavista;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;38686;42584;4001.348429;50;90;63;90;3
Andrés Avelino Cáceres;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;42327;-;-;13;28;17;21;4
Manchuria;Localidad sin tipo identificado por la DRA;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;-;-;-;8;30;6;27;2
Elam;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;43068;-;20692.31506;0;0;0;0;0
Nuevo Paraíso;Localidad sin tipo identificado por la DRA;Amazónico;Kukama Kukamiria;Loreto;Loreto;Tigre;160303;-;-;-;7;7;9;9;0
Boca de Copal;Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;32384;33775;73207.39681;29;47;30;39;4
Cuchara;Comunidad nativa;Amazónico;Jíbaro;Loreto;Loreto;Trompeteros;160304;34710;35795;22247.27585;3;5;5;9;1
Las Palmeras;Comunidad nativa;Amazónico;Urarina;Loreto;Loreto;Trompeteros;160304;32400;35795;12082.15067;8;10;8;15;0
Nueva Unión;Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;35762;35795;7970.051019;17;25;15;20;1
Nuevo Porvenir;Comunidad nativa;Amazónico;Urarina;Loreto;Loreto;Trompeteros;160304;32384;33775;40758.02864;73;121;111;93;5
Peruanito;Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;34696;35795;40333.58953;35;33;42;36;0
Pucacuro;Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;32151;33479;56407.99282;93;180;137;155;9
San Carlos;Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;36622;37790;16891.68908;52;84;41;65;5
San José de Nueva Esperanza;Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;32314;33164;81407.0524;33;38;22;28;2
San Ramón;Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;32415;32919;32340.95556;14;17;16;14;2
Santa Isabel de Copal;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Trompeteros;160304;34696;37790;174142.274;73;125;88;81;4
Santa Rosa;Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;35762;35795;24348.24352;20;45;23;27;1
Dos De Mayo;Localidad sin tipo identificado por la DRA;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;-;-;-;4;7;5;7;1
Belén;Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;31806;32196;75255.81646;33;67;62;41;1
Nueva Jerusalén (de Macusari);Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;31953;32196;27822.02609;78;161;112;99;2
Nueva Valencia;Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;31953;32196;36073.78704;45;110;84;87;5
Pampa Hermosa;Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;32007;32587;132557.4474;53;134;122;98;11
Nueva Vida;Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;38194;43074;21245.76033;3;8;5;5;0
Nuevo San Martín;Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;38686;41521;11474.10135;28;47;27;44;9
Providencia;Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;36622;41533;8049.72828;80;186;105;150;12
San Cristobal;Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;38440;42235;21442.84787;5;11;7;10;0
San Juan de Trompeteros;Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;37572;-;5990.640136;29;81;62;58;3
Nuevo Progreso;Comunidad nativa;Amazónico;Urarina;Loreto;Loreto;Trompeteros;160304;40449;41530;4247.921823;3;6;8;9;1
Nuevo Santa Clara;Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;38629;41521;8879.774833;20;21;14;23;3
Peruanito II Zona;Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;40105;-;-;35;33;42;36;0
Santa Elena - Río Corrientes;Comunidad nativa;Amazónico;Jíbaro;Loreto;Loreto;Trompeteros;160304;34696;42727;10437.71024;75;102;83;91;9
Nueva Libertad;Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;40935;-;-;21;44;24;22;3
Peniel;Comunidad nativa;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;42678;-;-;26;45;20;35;1
Nueva Alianza;Localidad sin tipo identificado por la DRA;Amazónico;Urarina;Loreto;Loreto;Trompeteros;160304;-;-;-;9;24;16;16;1
Nuevo Paraíso;Localidad sin tipo identificado por la DRA;Amazónico;Urarina;Loreto;Loreto;Trompeteros;160304;-;-;-;26;37;31;28;1
Nuevo Triunfo;Localidad sin tipo identificado por la DRA;Amazónico;Kichwa;Loreto;Loreto;Trompeteros;160304;-;-;-;31;44;31;45;8
Pijuayal;Localidad sin tipo identificado por la DRA;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;-;-;-;3;21;13;20;1
Puerto Oriente;Localidad sin tipo identificado por la DRA;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;-;-;-;11;27;11;13;0
San José de Porvenir;Localidad sin tipo identificado por la DRA;Amazónico;Urarina;Loreto;Loreto;Trompeteros;160304;-;-;-;13;11;18;16;1
Sion;Localidad sin tipo identificado por la DRA;Amazónico;Achuar;Loreto;Loreto;Trompeteros;160304;-;-;-;11;32;21;25;2
Buena Vista anexo Copal;Comunidad nativa;Amazónico;Urarina;Loreto;Loreto;Urarinas;160305;35500;35564;17479.64726;4;19;15;15;0
Cafetal;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Urarinas;160305;35129;35410;9815.057247;3;11;9;14;1
Copalillo;Comunidad nativa;Amazónico;Urarina;Loreto;Loreto;Urarinas;160305;36713;37575;8763.924084;4;8;7;6;0
Guineal;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Urarinas;160305;34458;34502;3122.68516;20;26;21;27;3
Juan Velasco Alvarado;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Urarinas;160305;34458;34506;3280.427852;11;35;19;21;1
La Petrolera y anexo Bellavista;Comunidad nativa;Amazónico;Urarina;Loreto;Loreto;Urarinas;160305;35220;35492;12453.87729;55;79;71;48;2
Lupunayo;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Urarinas;160305;34458;34506;2296.910994;23;44;34;30;2
Mangual;Comunidad nativa;Amazónico;Urarina;Loreto;Loreto;Urarinas;160305;36713;37575;7866.755336;4;19;15;15;0
Nueva Reforma del Patoyacu;Comunidad nativa;Amazónico;Urarina;Loreto;Loreto;Urarinas;160305;36683;37575;16356.2599;22;47;60;33;0
Nueva Unión;Comunidad nativa;Amazónico;Urarina;Loreto;Loreto;Urarinas;160305;35172;35220;7014.79054;20;30;23;28;0
Nuevo Horizonte;Comunidad nativa;Amazónico;Urarina;Loreto;Loreto;Urarinas;160305;36713;37575;20085.62285;14;26;37;18;0
Nuevo Perú;Comunidad nativa;Amazónico;Urarina;Loreto;Loreto;Urarinas;160305;35576;35713;3190.034657;16;14;15;13;1
Nuevo Progreso;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Urarinas;160305;34458;34506;1906.180152;10;14;4;11;1
Pijuayal y anexo Zapotal;Comunidad nativa;Amazónico;Urarina;Loreto;Loreto;Urarinas;160305;34239;34332;41418.64904;16;57;36;42;2
Pintuyacu;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Urarinas;160305;35284;35411;984.3803501;6;8;10;6;2
Pucayacu;Comunidad nativa;Amazónico;Urarina;Loreto;Loreto;Urarinas;160305;28376;31103;18325.18638;17;23;35;21;1
Rayayacu;Comunidad nativa;Amazónico;Urarina;Loreto;Loreto;Urarinas;160305;35502;35564;21747.91492;9;13;20;9;0
San Antonio de Bancal;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Urarinas;160305;34458;34506;2330.968246;18;32;23;16;0
San Enrique;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Urarinas;160305;35129;35411;1283.645792;9;12;10;19;1
San Juan de Abejaico;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Urarinas;160305;35129;35411;4630.683278;18;29;21;28;1
San Lorenzo anexo Puerto Rico;Comunidad nativa;Amazónico;Urarina;Loreto;Loreto;Urarinas;160305;35502;35564;16542.53699;12;41;33;29;1
San Marcos;Comunidad nativa;Amazónico;Urarina;Loreto;Loreto;Urarinas;160305;36713;37575;7425.847313;0;0;0;0;0
