Nombre de la Localidad;Tipo de Localidad;Ámbito;Pueblo Indígena u Originario;Departamento;Provincia;Distrito;Ubigeo;Fecha reconocimiento;Fecha titulación;"Área 
(Hectárea)";"De 0 a 4 años
(aprox.)";"De 5 a 14 años 
(aprox.)";"De 15 a 29 años 
(aprox.)";"De 30 a 64 años 
(aprox.)";"De 65 años a más
(aprox.)"
Alianza Cristiana;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Andoas;160706;27555;28667;10865.38198;78;169;114;140;4
Bolognesi;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Andoas;160706;27555;28299;17353.14821;23;43;25;25;3
Capahuari del Huasaga;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Andoas;160706;35948;35984;10721.2942;41;53;45;48;2
Huagramona;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Andoas;160706;32625;33318;8014.417876;41;91;69;64;6
Kushilla y anexo Santa María;Comunidad nativa;Amazónico;Kandozi;Loreto;Datem del Marañón;Andoas;160706;34295;34463;43281.84196;34;59;31;28;1
Loboyacu;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Andoas;160706;35202;35216;67446.24513;50;89;57;73;4
Naranjal Pastaza;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Andoas;160706;31804;33277;51257.726;36;36;34;24;0
Nuevo Soplin;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Andoas;160706;35948;35983;11253.16812;60;130;78;93;3
Pañayacu;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Andoas;160706;35202;35216;43566.45902;35;45;27;29;3
Soplin;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Andoas;160706;32895;33281;4039.18364;46;100;64;66;3
Titiyacu;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Andoas;160706;31806;33277;38745.47856;14;21;15;16;1
Unión Antonieta;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Andoas;160706;33697;33767;10266.57572;15;31;16;18;0
Nuevo Andoas;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Andoas;160706;39301;-;2677.092541;92;250;192;268;23
Nuevo Porvenir;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Andoas;160706;35948;41656;1791.305093;26;50;51;51;2
Nueva Esperanza;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Andoas;160706;42846;-;17765.93005;22;36;19;18;0
Alianza Topal;Localidad sin tipo identificado por la DRA;Amazónico;Kichwa;Loreto;Datem del Marañón;Andoas;160706;-;-;-;15;32;25;16;1
Ugarte;Comunidad nativa;Amazónico;Awajún;Loreto;Datem del Marañón;Manseriche;160703;30004;31253;6592.011521;37;52;49;46;1
Atahualpa y anexos Santa Rosa;Comunidad nativa;Amazónico;Awajún;Loreto;Datem del Marañón;Manseriche;160703;27738;27751;59907.30689;312;634;442;467;40
Yamakai;Comunidad nativa;Amazónico;Awajún;Loreto;Datem del Marañón;Morona;160704;35961;36031;5009.593768;12;23;17;25;0
San Antonio;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Barranca;160701;40540;42069;4796.374841;42;107;65;108;23
San Juan de Mojarayacu;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Barranca;160701;40590;42069;2343.935226;13;42;20;35;2
San Miguel;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Barranca;160701;40504;42069;4117.242201;3;10;5;7;0
Nueva Islanda;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Barranca;160701;40781;-;782.4516132;4;21;3;11;0
Puerto Industrial;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Pastaza;160705;40450;42068;12210.60987;65;176;99;162;26
Cachiyacu;Comunidad nativa;Amazónico;Awajún;San Martín;Moyobamba;Moyobamba;220101;35032;35394;29473.0302;45;81;50;106;10
El Dorado;Comunidad nativa;Amazónico;Awajún;San Martín;Moyobamba;Moyobamba;220101;27460;36461;4531.285714;44;79;74;78;4
Huascayacu;Comunidad nativa;Amazónico;Awajún;San Martín;Moyobamba;Moyobamba;220101;27470;36109;10711.49697;114;159;172;164;12
Kusu;Comunidad nativa;Amazónico;Awajún;San Martín;Moyobamba;Moyobamba;220101;36619;36651;18416.36111;15;15;18;21;1
Morroyacu;Comunidad nativa;Amazónico;Awajún;San Martín;Moyobamba;Moyobamba;220101;27458;37068;14138.92033;43;58;53;42;0
Nueva Jerusalén;Comunidad nativa;Amazónico;Awajún;San Martín;Moyobamba;Moyobamba;220101;34244;34359;9140.077854;8;10;12;10;0
San Rafael;Comunidad nativa;Amazónico;Awajún;San Martín;Moyobamba;Moyobamba;220101;28523;30286;1078.18877;42;67;57;65;8
Shimpiyacu;Comunidad nativa;Amazónico;Awajún;San Martín;Moyobamba;Moyobamba;220101;27750;35493;15648.71864;100;204;146;196;6
Tiwiyacu;Comunidad nativa;Amazónico;Awajún;San Martín;Moyobamba;Moyobamba;220101;36661;36712;2932.97757;0;0;0;0;0
Yarau;Comunidad nativa;Amazónico;Awajún;San Martín;Moyobamba;Moyobamba;220101;33724;34752;15857.44996;23;56;41;33;3
Alto Mayo;Comunidad nativa;Amazónico;Awajún;San Martín;Rioja;Awajun;220802;27458;36329;11106.88425;91;188;168;207;20
Alto Naranjillo;Comunidad nativa;Amazónico;Awajún;San Martín;Rioja;Awajun;220802;27458;36329;3625.117546;21;41;32;33;1
Bajo Naranjillo;Comunidad nativa;Amazónico;Awajún;San Martín;Rioja;Awajun;220802;27458;27750;7374.776564;430;861;753;957;86
Shampuyacu;Comunidad nativa;Amazónico;Awajún;San Martín;Rioja;Awajun;220802;27458;36290;4926.083021;87;157;157;161;15
Nuevo Nauta;Comunidad nativa;Amazónico;Shawi;San Martín;Lamas;Caynarachi;220504;35950;35983;1180.001989;50;65;51;48;1
Charapillo;Comunidad nativa;Amazónico;Shawi;San Martín;Lamas;Caynarachi;220504;35723;35775;5254.845556;38;49;39;36;0
Shawi San José;Comunidad nativa;Amazónico;Shawi;San Martín;Lamas;Caynarachi;220504;39049;43337;701.6424417;6;10;9;7;1
Nuevo Alianza;Comunidad nativa;Amazónico;Shawi;San Martín;Lamas;Caynarachi;220504;41563;-;-;0;0;0;0;0
Nuevo Pizana;Comunidad nativa;Amazónico;Shawi;San Martín;Lamas;Caynarachi;220504;42338;-;-;11;26;16;13;0
Nuevo Ponderosa;Comunidad nativa;Amazónico;Shawi;San Martín;Lamas;Caynarachi;220504;42338;-;-;0;0;0;0;0
Nuevo San Martín;Comunidad nativa;Amazónico;Shawi;San Martín;Lamas;Caynarachi;220504;41563;43440;-;19;41;27;40;3
Nuevo Santa Rosa de Alto Chambira;Comunidad nativa;Amazónico;Shawi;San Martín;Lamas;Caynarachi;220504;41563;43460;1551.41667;3;9;9;7;0
San Manuel de Nashatauri;Comunidad nativa;Amazónico;Shawi;San Martín;San Martín;Papaplaya;220911;39793;43392;20171.33934;13;17;12;11;1
Santa Rosa;Localidad sin tipo identificado por la DRA;Amazónico;Shawi;San Martín;San Martín;Papaplaya;220911;-;-;-;15;35;16;16;1
Nuevo San Francisco;Comunidad nativa;Amazónico;Shiwilu;Loreto;Alto Amazonas;Jeberos;160205;35411;35457;5745.206731;9;9;5;4;1
San Antonio de Rumiyacu;Comunidad nativa;Amazónico;Shiwilu;Loreto;Alto Amazonas;Jeberos;160205;35411;35457;10726.5973;10;26;15;27;7
San Francisco del Algodonal;Comunidad nativa;Amazónico;Shiwilu;Loreto;Alto Amazonas;Jeberos;160205;35411;35457;8845.464412;11;25;10;16;4
Vista Alegre;Comunidad nativa;Amazónico;Shiwilu;Loreto;Alto Amazonas;Jeberos;160205;35411;35457;12213.22699;20;39;25;28;3
San Juan de Sapoyacu;Comunidad nativa;Amazónico;Shiwilu;Loreto;Alto Amazonas;Jeberos;160205;37519;42998;15681.07565;2;7;4;5;0
San Rafael;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Jeberos;160205;39097;-;2081.963692;6;13;9;9;2
Jeberos;Comunidad nativa;Amazónico;Shiwilu;Loreto;Alto Amazonas;Jeberos;160205;42760;-;-;323;671;499;707;120
Panintza;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Morona;160704;34295;34459;16479.23786;11;14;6;7;1
Tsekuntsa;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Andoas;160706;31202;33767;5113.908941;50;73;51;57;6
Chuintar;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Pastaza;160705;32468;33479;8893.811783;21;32;24;21;3
Nuevo Perú;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Pastaza;160705;32464;32980;6500.233314;21;20;31;22;0
Panguintsa;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Pastaza;160705;29748;33775;27853.80139;55;96;60;53;0
Wijint;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Pastaza;160705;29748;33277;26700.88197;134;201;257;157;5
Mamus (Limón Cocha);Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Andoas;160706;29748;32974;36133.17201;35;88;43;40;1
Aimentsa;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Andoas;160706;36919;37867;2637.0248;14;13;12;9;0
Checherta;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Andoas;160706;35948;35984;11714.69193;36;57;49;40;5
Churuntsa;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Andoas;160706;32120;33775;20409.92732;72;112;77;81;4
Cocha Purahua;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Andoas;160706;31202;33666;10647.78429;38;68;41;31;2
Kasurtsa;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Andoas;160706;35948;35983;10579.03522;41;58;44;33;4
Puranchin;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Andoas;160706;32821;33277;25164.91243;61;92;66;70;4
Rubina;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Andoas;160706;27555;28667;11150.64127;81;121;112;105;5
Siwin;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Andoas;160706;32625;33277;20012.22277;49;96;58;68;3
Uwintsa y anexos Tsuvatentsa;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Andoas;160706;33697;33767;9105.814209;55;81;54;66;5
Wampientsa;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Andoas;160706;32468;33479;29175.11284;50;91;73;63;2
Washientsa y Ampliación;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Andoas;160706;27555;28667;23873.62951;147;311;208;210;9
Wisun;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Andoas;160706;29748;33775;6910.504847;46;54;44;43;1
Puerto Linda;Comunidad nativa;Amazónico;Awajún;Loreto;Datem del Marañón;Manseriche;160703;37519;-;1191.339234;4;24;4;15;2
Shimpi;Comunidad nativa;Amazónico;Awajún;Loreto;Datem del Marañón;Manseriche;160703;36291;36312;4569.059572;11;14;7;12;3
Sinchi Roca;Comunidad nativa;Amazónico;Awajún;Loreto;Datem del Marañón;Manseriche;160703;28380;35542;40494.22698;189;287;263;220;18
Nueva Alianza;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Loreto;Datem del Marañón;Manseriche;160703;-;-;-;9;14;10;5;0
Nuevo Israel;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Loreto;Datem del Marañón;Manseriche;160703;-;-;-;0;0;0;0;0
Suwaentsa;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Loreto;Datem del Marañón;Manseriche;160703;-;-;-;0;0;0;0;0
Yanayacu;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Loreto;Datem del Marañón;Manseriche;160703;-;-;-;19;22;35;24;5
Inca Roca;Comunidad nativa;Amazónico;Chapra / Kandozi;Loreto;Datem del Marañón;Morona;160704;27556;28137;56219.12029;0;0;0;0;0
Nuevo Inca Roca;Comunidad nativa;Amazónico;Chapra;Loreto;Datem del Marañón;Morona;160704;37084;-;-;0;0;0;0;0
Nueva Creación Chapra;Comunidad nativa;Amazónico;Chapra;Loreto;Datem del Marañón;Morona;160704;42786;-;6221.490172;0;0;0;0;0
Tkora;Comunidad nativa;Amazónico;Chapra;Loreto;Datem del Marañón;Morona;160704;42786;-;-;0;0;0;0;0
Nueva Inca Roca;Comunidad nativa;Amazónico;Chapra;Loreto;Datem del Marañón;Morona;160704;42786;-;1123.392475;0;0;0;0;0
Wayusa;Comunidad nativa;Amazónico;Chapra;Loreto;Datem del Marañón;Morona;160704;42786;-;421.9669176;0;0;0;0;0
Nueva Capirona;Comunidad nativa;Amazónico;Chapra;Loreto;Datem del Marañón;Morona;160704;42788;-;4187.296397;0;0;0;0;0
Chapis y anexos Nueva Alegría y Ajachín;Comunidad nativa;Amazónico;Awajún;Loreto;Datem del Marañón;Manseriche;160703;30004;30652;8674.178995;88;184;115;131;8
Wee;Comunidad nativa;Amazónico;Awajún;Loreto;Datem del Marañón;Manseriche;160703;36291;36312;17308.12956;11;13;9;10;1
Nueva Alegría;Localidad sin tipo identificado por la DRA;Amazónico;Awajún;Loreto;Datem del Marañón;Manseriche;160703;-;-;-;41;87;47;57;4
Centro Arenal;Localidad sin tipo identificado por la DRA;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;-;-;-;0;0;0;0;0
12 de octubre;Comunidad nativa;Amazónico;Kichwa;Loreto;Loreto;Tigre;160303;38586;-;-;0;0;0;0;0
Nueva Alianza de Capahuari;Comunidad nativa;Amazónico;Achuar;Loreto;Datem del Marañón;Andoas;160706;30904;33281;12758.15477;64;108;68;69;4
Los Jardines;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Andoas;160706;35948;42228;3134.254362;90;174;140;120;9
Puerto Chingana;Comunidad nativa;Amazónico;Kandozi;Loreto;Datem del Marañón;Pastaza;160705;27555;31103;7352.869775;82;147;88;66;1
Puerto Requena;Comunidad nativa;Amazónico;Kandozi;Loreto;Datem del Marañón;Pastaza;160705;27555;30894;7091.312832;81;103;59;65;0
Domingo Cocha;Localidad sin tipo identificado por la DRA;Amazónico;Kandozi;Loreto;Datem del Marañón;Pastaza;160705;-;-;-;0;0;0;0;0
Pirumbacocha;Comunidad nativa;Amazónico;Kandozi;Loreto;Datem del Marañón;Pastaza;160705;27561;-;-;0;0;0;0;0
Puerto Bischi;Comunidad nativa;Amazónico;Kandozi;Loreto;Datem del Marañón;Pastaza;160705;42846;-;-;6;7;5;4;0
Musa Karusha;Comunidad nativa;Amazónico;Kandozi;Loreto;Datem del Marañón;Pastaza;160705;37084;-;-;14;31;15;23;3
Puerto Unguri;Comunidad nativa;Amazónico;Kandozi;Loreto;Datem del Marañón;Pastaza;160705;38568;-;14587.62803;3;6;3;2;0
Puerto Huamán;Comunidad nativa;Amazónico;Maijuna;Loreto;Maynas;Napo;160107;27675;27915;2942.475174;22;46;34;47;3
Angoteros;Localidad sin tipo identificado por la DRA;Amazónico;Kichwa;Loreto;Maynas;Torres Causana;160110;-;-;-;99;274;214;231;17
Nueva Alegria Anexos Triunfo, Kusuimi y Tres de Mayo;Comunidad nativa;Amazónico;Wampis;Loreto;Datem del Marañón;Morona;160704;34109;34136;96872.23636;57;66;51;51;3
Sánchez Cerro;Comunidad nativa;Amazónico;Wampis;Loreto;Datem del Marañón;Morona;160704;27556;28146;10478.72527;0;0;0;0;0
Shinguito;Comunidad nativa;Amazónico;Wampis;Loreto;Datem del Marañón;Morona;160704;27546;28146;7875.111912;13;28;28;21;0
Tipishca;Comunidad nativa;Amazónico;Wampis;Loreto;Datem del Marañón;Morona;160704;27556;28137;10570.90182;92;179;106;100;3
Tipishca Cocha y Anexo Caballito, Nazareth y Consuelo;Comunidad nativa;Amazónico;Wampis;Loreto;Datem del Marañón;Morona;160704;34327;34463;21424.54023;51;104;72;71;6
San Juan y anexos Santa Cruz, Shapaja y Shinkatan;Comunidad nativa;Amazónico;Wampis;Loreto;Datem del Marañón;Morona;160704;34109;34136;15888.62719;16;13;11;11;1
Santa Cruz;Comunidad nativa;Amazónico;Wampis;Loreto;Datem del Marañón;Morona;160704;30004;-;-;0;0;0;0;0
Shinguito de Chihuasillo;Comunidad nativa;Amazónico;Wampis;Loreto;Datem del Marañón;Morona;160704;37084;-;-;0;0;0;0;0
Tigreyacu;Comunidad nativa;Amazónico;Wampis;Loreto;Datem del Marañón;Morona;160704;42786;-;-;0;0;0;0;0
Hortencia Cocha y anexos San Fernando, Chimara, Nuevo Progreso y Nuevo Ucayali;Comunidad nativa;Amazónico;Kandozi;Loreto;Datem del Marañón;Pastaza;160705;35355;35216;65857.1382;90;177;106;122;4
Nuevo Progreso;Comunidad nativa;Amazónico;Kandozi;Loreto;Datem del Marañón;Pastaza;160705;27555;-;-;10;25;19;16;0
Puerto Pijuayal;Comunidad nativa;Amazónico;Chapra;Loreto;Datem del Marañón;Andoas;160706;29748;33775;36125.63644;106;135;90;92;4
Pijuayal;Comunidad nativa;Amazónico;Awajún;Loreto;Datem del Marañón;Manseriche;160703;39514;-;1838.93881;29;59;44;43;1
Urarinas;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Requena;Puinahua;160506;40935;-;1335.183891;22;34;35;32;1
Ancash;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Requena;Puinahua;160506;41549;-;3269.680076;28;39;30;46;9
Huacarachiro - Río Puinahua;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Requena;Puinahua;160506;42034;-;2483.59456;96;194;135;206;36
Nueva Independencia del Puinahua;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Requena;Puinahua;160506;42724;-;-;7;8;4;6;3
Las Palmas del Puinahua;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Requena;Puinahua;160506;42724;-;-;49;105;74;95;11
San Miguel - Río Puinahua;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Requena;Puinahua;160506;42760;-;-;9;13;4;20;0
San Pedro - Río Puinahua;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Requena;Puinahua;160506;42760;-;537.4140799;7;22;7;20;0
Jorge Chávez - Río Puinahua;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Requena;Puinahua;160506;42760;-;-;13;68;28;51;5
Manco Cápac - Río Puinahua;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Requena;Puinahua;160506;42760;-;-;35;62;55;71;8
San Carlos I Zona - Río Puinahua;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Requena;Puinahua;160506;42760;-;-;47;145;69;156;25
7 de Junio Rio Puinahua;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Requena;Puinahua;160506;42678;-;1777.413115;20;32;23;27;5
Nueva Alianza;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Urarinas;160305;35129;35381;7572.607588;83;159;136;143;15
San Antonio;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Urarinas;160305;34403;-;-;32;84;62;70;13
Nueva Alianza;Comunidad nativa;Amazónico;Urarina;Loreto;Loreto;Urarinas;160305;40197;-;-;4;11;10;14;0
Nuevo Topal;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Pastaza;160705;40450;-;4167.464267;11;25;11;22;3
Los Ángeles;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Pastaza;160705;40540;-;3181.847821;8;18;10;17;6
Puerto Alegría del Ungumayo;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Pastaza;160705;40679;-;1598.525363;0;0;0;0;0
San Isidro Bajo Pastaza;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Pastaza;160705;40421;-;3935.755863;45;115;79;86;11
Santa Ana;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Pastaza;160705;40450;42069;1866.585222;19;52;37;34;6
Ungumayo;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Pastaza;160705;40450;-;-;31;56;35;48;3
Nuevo Caimito;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Pastaza;160705;42846;-;6230.818661;3;5;3;4;0
Nuevo California;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Pastaza;160705;42846;-;3276.848358;0;0;0;0;0
Nuevo Santander;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Pastaza;160705;42853;-;1373.798985;2;8;4;8;1
Seis de Setiembre;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Parinari;160302;37720;37788;1007.50317;0;7;1;5;1
Buena Vista Jerusalen;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Parinari;160302;41968;-;-;3;13;9;16;1
Puerto América;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Parinari;160302;41968;-;-;5;14;4;11;4
Vista Alegre;Comunidad nativa;Amazónico;Shawi;Loreto;Datem del Marañón;Morona;160704;39521;-;1003.716165;0;9;6;10;0
Nuevo Paraguapoza;Comunidad nativa;Amazónico;Shawi;Loreto;Datem del Marañón;Morona;160704;39521;-;7156.279121;4;6;8;4;2
18 de Julio - Río Marañón;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Urarinas;160305;38800;-;-;12;15;13;9;1
Huallpa Isla;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Urarinas;160305;38686;43075;1978.244828;16;52;28;37;11
Saramurillo-Río Marañón;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Urarinas;160305;38785;43069;1783.804246;40;111;85;97;14
Alfonso Ugarte;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Loreto;Urarinas;160305;40105;43069;4649.243696;1;4;2;6;4
Bellavista;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Jeberos;160205;28451;29202;23803.11349;79;150;118;108;6
Betel;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Jeberos;160205;27884;28905;15043.56341;78;152;134;114;3
Punchana anexo Santa Rosa;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Jeberos;160205;35948;35984;8221.081386;23;53;50;40;3
Nuevo Bellavista;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Jeberos;160205;37084;-;7040.353567;55;97;67;70;3
Nuevo Betel;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Jeberos;160205;37084;-;3598.323291;57;109;82;77;2
Huambracocha;Comunidad nativa;Amazónico;Kandozi;Loreto;Datem del Marañón;Pastaza;160705;32673;33479;9453.46481;0;0;0;0;0
Nueva Unión del Pastaza;Comunidad nativa;Amazónico;Kichwa;Loreto;Datem del Marañón;Pastaza;160705;39514;-;4636.756912;7;2;7;5;0
Nuevo Mambuyacu;Comunidad nativa;Amazónico;Kandozi;Loreto;Datem del Marañón;Pastaza;160705;34295;34459;6561.627036;0;0;0;0;0
Palpa;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Jeberos;160205;37519;42998;1903.631185;9;13;10;14;1
Papayacu;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Jeberos;160205;39097;42998;9495.166739;24;53;15;46;6
Porvenir;Comunidad nativa;Amazónico;Shiwilu;Loreto;Alto Amazonas;Jeberos;160205;39097;-;-;21;39;19;35;7
Marona Del Zapote;Comunidad nativa;Amazónico;Shawi;Loreto;Alto Amazonas;Jeberos;160205;43256;-;-;0;0;0;0;0
San Rafael;Localidad sin tipo identificado por la DRA;Amazónico;Shawi;Loreto;Alto Amazonas;Jeberos;160205;-;-;-;0;0;0;0;0
Huancayo;Comunidad nativa;Amazónico;Kandozi;Loreto;Alto Amazonas;Lagunas;160206;29539;35226;11878.2133;48;68;66;63;6
Nueva Alianza de Huacamayo;Comunidad nativa;Amazónico;Kandozi;Loreto;Alto Amazonas;Lagunas;160206;35948;35984;5200.022828;18;29;19;16;2
Nuevo Arica;Comunidad nativa;Amazónico;Kandozi;Loreto;Alto Amazonas;Lagunas;160206;35257;35452;4555.166726;35;73;40;55;4
Pampa Hermosa;Comunidad nativa;Amazónico;Chamicuro;Loreto;Alto Amazonas;Lagunas;160206;33548;33569;12373.90052;8;21;14;25;7
Progreso de Nucuray;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Lagunas;160206;35593;35609;11118.02646;18;17;17;15;1
Pucallpa;Comunidad nativa;Amazónico;Kandozi;Loreto;Alto Amazonas;Lagunas;160206;29528;35226;5281.729922;18;52;23;28;0
Puerto Alegre;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Lagunas;160206;35593;35609;11222.67553;21;34;13;16;3
San Pedro del Estreno;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Lagunas;160206;35583;35609;13826.63259;9;13;8;9;0
Nueva Alianza;Localidad sin tipo identificado por la DRA;Amazónico;Kandozi;Loreto;Alto Amazonas;Lagunas;160206;-;-;-;2;17;6;14;3
Alianza;Localidad sin tipo identificado por la DRA;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Lagunas;160206;-;-;-;7;22;7;14;3
San Manuel;Localidad sin tipo identificado por la DRA;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Lagunas;160206;-;-;-;9;13;11;13;3
Sananguillo;Localidad sin tipo identificado por la DRA;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Lagunas;160206;-;-;-;1;3;4;1;1
Santa Rosa de Tibilo / Santa Rosa;Localidad sin tipo identificado por la DRA;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Lagunas;160206;-;-;-;0;0;0;0;0
Santa Martha;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Lagunas;160206;37084;-;-;0;0;0;0;0
Paraíso;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Lagunas;160206;39097;-;-;0;0;0;0;0
San Jorge;Comunidad nativa;Amazónico;Kandozi;Loreto;Alto Amazonas;Lagunas;160206;39097;42998;7652.073458;3;5;4;3;0
Nuevo Tinasayo;Comunidad nativa;Amazónico;Kandozi;Loreto;Alto Amazonas;Lagunas;160206;39321;42998;11258.31876;6;18;15;14;0
Yonan;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Lagunas;160206;42338;-;-;0;0;0;0;0
Pucacuro;Comunidad nativa;Amazónico;Achuar / Kukama Kukamiria;Loreto;Alto Amazonas;Lagunas;160206;43200;-;-;22;38;23;48;10
Bellavista Del Marañon;Comunidad nativa;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Lagunas;160206;43200;-;-;0;0;0;0;0
Nueva Corina;Localidad sin tipo identificado por la DRA;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Lagunas;160206;-;-;-;3;7;8;14;2
Puma Isla;Localidad sin tipo identificado por la DRA;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Lagunas;160206;-;-;-;4;11;2;9;0
San Juan;Localidad sin tipo identificado por la DRA;Amazónico;Kukama Kukamiria;Loreto;Alto Amazonas;Lagunas;160206;-;-;-;5;21;14;21;4
